Date,Startup Name,Vertical,Sub-Vertical,City,Investor,Type,Amount (in USD),Remarks
10/02/2016,Affimity,Consumer Internet,Social Networking platform,Bangalore,undisclosed investors,Seed Funding,"1,200,000",
10/02/2016,Anandakanda,Technology,Medicine Intake Reminder System,Pune,undisclosed investors,Seed Funding,"150,000",
10/02/2016,JoulestoWatts,Technology,IT services & Talent collaboration services startup,Bangalore,Manipal Global Education Services,Seed Funding,N/A,
10/02/2016,Shopkirana,Consumer Internet,Retailer Supply Chain platform,Indore,"Atul Jain, Anil Gelra, Jaikumar Nair",Seed Funding,N/A,
10/02/2016,Stylofie,Consumer Internet,Online Beauty Parlour search & discovery Platform,Gurgaon,Jaideep Mehta,Seed Funding,N/A,
10/02/2016,OyBob,eCommerce,Hyperlocal Products & Services marketplace,Gurgaon,Sachin Dalal,Seed Funding,N/A,
12/02/2016,ActOnMagic,Technology,Cloud Analytics and Management Products,Bangalore,Jayabalan Subramanian,Seed Funding,"125,000",
12/02/2016,Bonhomia,Food & Beverage,premium Tea and Coffee,New Delhi,"Alok Rawat, Grey Orange Robotics",Seed Funding,"1,000,000",
12/02/2016,iGrenEnergi,Technology,Solar Power Solutions,Mumbai,Sunil Mehta,Seed Funding,"1,000,000",
12/02/2016,RKSV,Consumer Internet,Online Stock Trading Platform,Mumbai,Kalaari Capital,Private Equity,"4,000,000",
15/02/2016,Aasaanjobs,Consumer Internet,Online Recruitment Marketplace,Mumbai,"Aspada Advisors, IDG Ventures, Inventus Capital",Private Equity,"5,000,000",
15/02/2016,Snapdeal,eCommerce,Horizontal Online Marketplace,New Delhi,Ontario Teachers Pension Plan & Others,Private Equity,"200,000,000",
15/02/2016,Jugnoo,Consumer Internet,Transportation & On-demand delivery aggregator,Chandigarh,Saumya Tandon,Private Equity,N/A,
15/02/2016,Snapbizz,Technology,Connectivity platform for local grocery stores,Bangalore,Ratan Tata,Private Equity,N/A,
15/02/2016,GoYaNo,Consumer Internet,Events & Restaurant Discovery Marketplace App,Gurgaon,Mukesh Kumar Gupta,Seed Funding,"50,000",
15/02/2016,RentSher,Consumer Internet,Online Household Product Rental platform,Bangalore,"Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah",Seed Funding,"300,000",
15/02/2016,Buddy,Finance,Micro Lending Platform for eCommerce purchases,Bangalore,"Blume Ventures, Tracxn Labs",Seed Funding,"500,000",
15/02/2016,Legistify,Consumer Internet,Online Legal services platform,New Delhi,Ranjit Singh,Seed Funding,N/A,
16/02/2016,TableHero,Consumer Internet,Dynamic Restaurant Website creator,Bangalore,"GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",Seed Funding,"1,000,000",
16/02/2016,BetterPlace,Technology,Data analytics based Verification services Platform,Bangalore,Unitus Seed Fund,Seed Funding,"970,000",
16/02/2016,Salebhai,eCommerce,"Sweets, Eatables, Handicrafts Online Marketplace",Ahmedabad,"Virendra Shekhawat, Deepak Chokhani, Yogesh Patel & Others",Seed Funding,N/A,
16/02/2016,icustommadeit,eCommerce,Professional Custom creators Marketplace,Pune,"Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa",Private Equity,"4,000,000",
16/02/2016,Tring,Consumer Internet,Instant Messaging App,Pune,Vishwadeep Bajaj & Others,Seed Funding,N/A,
16/02/2016,Medinfi,Consumer Internet,Doctor & Clinics Discovery platform,Bangalore,"Rajnish Sinha, Prijit Debnath, Kanchan Ghoshal",Seed Funding,N/A,
17/02/2016,Timemytask,Consumer Internet,On-Demand home cleaning services,Mumbai,Lead Angels,Seed Funding,N/A,
17/02/2016,GameZop,Technology,Mobile Gaming Platform,New Delhi,"KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others",Seed Funding,"350,000",
17/02/2016,Notary Mama,Consumer Internet,On-demand Legal documentation and registration service,Bangalore,"Dr Nandish Domlur, Amit Sandill",Seed Funding,N/A,
17/02/2016,The Viral Fever,Consumer Internet,Independent Online Video production company,Mumbai,Tiger Global,Private Equity,"10,000,000",
17/02/2016,Avanti Learning,Education,Private Coaching Classes,New Delhi,Michael & Susan Dell Foundation,Private Equity,"5,000,000",
17/02/2016,Bollant Industries,Technology,Eco-friendly consumer & packaging products,Hyderabad,Ratan Tata,Private Equity,N/A,
18/02/2016,GetVee,Consumer Internet,Matrimony & Couples only mobile platform,New Delhi,"Lightspeed Venture Partners, K Ganesh",Private Equity,N/A,
18/02/2016,HealthKumbh,Consumer Internet,Health related Information portal,Ahmedabad,Undisclosed investor,Seed Funding,"73,000",
18/02/2016,Unlaze,Consumer Internet,Social Networking app for outdoor interests,Gurgaon,"Sujal Shah, Dino Morea",Seed Funding,N/A,
18/02/2016,Tracxn,Technology,Indian Startup ecosystem trends analyzer & funding platform,Bangalore,"Nandan Nilekani, Mohandas Pai, Neeraj Arora, Anand Rajaraman, Girish Mathrubootham, Aneesh Reddy & Teruhide Sato",Private Equity,N/A,
18/02/2016,Careongo,ECommerce,Online Pharmacy store,New Delhi,Farooq Oomerbhoy & Other angel investors,Seed Funding,"300,000",
18/02/2016,Ark Robot,Technology,Warehouse Automation,Bangalore,Qualcomm (Through QPrize Contest),Seed Funding,"350,000",
19/02/2016,Jaypore,ECommerce,Ethnic Products marketplace,New Delhi,Aavishkaar,Private Equity,"5,000,000",
19/02/2016,Finance Buddha,Consumer Internet,Online Loan Comparison & Discovery platform,Bangalore,Chennai Angels,Seed Funding,N/A,
19/02/2016,AlmaConnect,Consumer Internet,Alumni social network,New Delhi,"Mohandas Pai, Varun Aggarwal",Seed Funding,N/A,
19/02/2016,Advantage Club,Consumer Internet,mobile platform for corporate employee benefits,Gurgaon,Purvi Ventures & Others,Seed Funding,"400,000",
19/02/2016,LocalRamu,Consumer Internet,mobile based aggregator for local service providers,Bangalore,3 undisclosed investors,Seed Funding,N/A,
22/02/2016,Baby Berry,Consumer Internet,Parenting Mobile app,Bangalore,Nitin Bagmane & Other undisclosed investors,Seed Funding,"1,000,000",
22/02/2016,Magicpin,Consumer Internet,Hyperlocal Discover Mobile App,New Delhi,Lightspeed India,Private Equity,"3,000,000",
22/02/2016,First Eat,Consumer Internet,Healthy Food Delivery platform,New Delhi,Undisclosed investor,Seed Funding,"100,000",
22/02/2016,SigTuple,Technology,Healthcare based Tech Solutions,Bangalore,"Sachin Bansal, Binny Bansal, Accel Partners & Others",Seed Funding,N/A,
22/02/2016,Taskbob,Consumer Internet,Hyperlocal Handyman services platform,Mumbai,"IvyCap Ventures, Orios Venture Partners, Mayfield India",Private Equity,"4,500,000",
22/02/2016,Styledotme,Consumer Internet,Mobile Fashion App,New Delhi,Indian Angel Network,Seed Funding,"37,000",
22/02/2016,NewsLaundry,Consumer Internet,Independent News Media Portal,New Delhi,"Omidyar Network, Vikram Lal, Abhijit Bhandari, Mahesh Murthy, Shashank Bhagat",Private Equity,N/A,
23/02/2016,CupoNation,Consumer Internet,Deals and Discount platform,Gurgaon,"Rocket Internet AG, Holtzbrink Ventures, New Enterprise Associates (NEA), e.ventures, ru-Net, Deutsche Telekom Strategic Investments (DTSI), Silicon Valley Bank",Private Equity,"11,000,000",
23/02/2016,Aarav UAV,Technology,unmanned aerial vehicles creator,Kanpur,"StartupXseed Ventures, The Phoenix Fund and others",Seed Funding,N/A,
24/02/2016,Sayfix,Consumer Internet,Hyperlocal Home Services Provider,Bangalore,Yajnanarayana Kammaje,Seed Funding,"160,000",
24/02/2016,LoanZen,Consumer Internet,Peer to peer Lending marketplace,Bangalore,Tracxn Syndicate,Seed Funding,N/A,
24/02/2016,NoBroker,Consumer Internet,Peer to peer property listing platform,Bangalore,"Beenext, Digital Garage, Beenos, Qualgro, Mamoru Taniya, SAIF Partners",Private Equity,"10,000,000",
24/02/2016,AppilyEver,Consumer Internet,Online wedding services marketplace,Hyderabad,"Varun Aggarwal, Suresh Venkat, Raj Y",Seed Funding,"400,000",
24/02/2016,Pocketin,Consumer Internet,Hotel reservations & Deal platform,Noida,Swastika Company Ltd,Seed Funding,"150,000",
24/02/2016,FeetApart,Consumer Internet,Employee engagements & Rewards platform,Bangalore,Vishal Bali & Others,Seed Funding,N/A,
25/02/2016,OfBusiness,eCommerce,B2B commerce Marketplace,Gurgaon,Matrix Partners India,Private Equity,"5,000,000",
25/02/2016,CarveNiche,Consumer Internet,Personalized Learning Solutions & products,Bangalore,"Calcutta Angels, Lead Angels & Others",Seed Funding,N/A,
25/02/2016,Juspay,Consumer Internet,Digital Payments solutions,Bangalore,"Accel Partners, Ashish Hemrajani, Parikshit Dar, Rajesh Balpande",Private Equity,"5,800,000",
25/02/2016,Funcart,eCommerce,Party Supplies Etailer,New Delhi,Undisclosed HNIs,Seed Funding,"70,000",
26/02/2016,Freedom Smart Labs,Technology,IoT retail solutions,New Delhi,Kapil Goel,Seed Funding,"145,000",
26/02/2016,EduBridge,Consumer Internet,Skill development and vocational training platform,Mumbai,"Insitor Impact Asia Fund, Acumen Fund",Private Equity,"2,500,000",
29/02/2016,Nestaway,Consumer Internet,Online Home Rental Marketplace,Bangalore,Ratan Tata,Private Equity,N/A,
29/02/2016,Hopscotch,eCommerce,Baby & Kids Products Online Flash sales platform,Mumbai,Eduardo Saverin,Private Equity,"13,000,000",
29/02/2016,PinClick,Consumer Internet,Online real estate listings,Bangalore,Undisclosed investors,Private Equity,N/A,
01/03/2016,DriveU,Consumer Internet,Chauffeurs Discovery for private car owners,Bangalore,Unitus Seed Fund,Seed Funding,N/A,
01/03/2016,Gympik,Consumer Internet,"Fitness Centres, Gym Discovery online marketplace",Bangalore,RoundGlass Partners,Private Equity,N/A,
01/03/2016,Testbook,Consumer Internet,Online Test Preparation Platform,Mumbai,S Chand & Co,Private Equity,N/A,
01/03/2016,IQlect,Technology,Big Data Analytics Platform,Bangalore,"Lip-Bu Tan, Michael Marks, Nicolas Braithwaite",Private Equity,N/A,
02/03/2016,MoMark,Consumer Internet,Mobile Wallet Aggregation platform,Noida,YourNest Angel Fund,Private Equity,"600,000",
02/03/2016,Skedool,Consumer Internet,AI based Office Assistant Mobile App,Seattle / Bangalore,"Kludein LLCPhanindra Sama, Narayan Ramachandran, Pranav Pai",Seed Funding,N/A,
02/03/2016,Systemantics,Technology,Industrial robots maker,Bangalore,"Nandan Nilekani, Accel Partners",Private Equity,"1,400,000",
03/03/2016,Vertuals,Technology,Audio Visual Digital Content creators for Brands,Mumbai,Dino Morea,Seed Funding,N/A,
03/03/2016,Imarticus Learning,Education,Financial Services & Analytics Education Institute,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,"1,000,000",
03/03/2016,Shouut,Consumer Internet,Social Discovery Mobile app,New Delhi,Undisclosed investor,Seed Funding,"500,000",
04/03/2016,TinyStep,Consumer Internet,Parenting Social Network Platform,Bangalore,Matt Glickman,Private Equity,N/A,
04/03/2016,Aahaa,ECommerce,Office Products Super Store,Chennai,"YourNest Angel Fund,",Private Equity,"1,000,000",
04/03/2016,Arcatron Mobility,Technology,Smart wheelchair Design and Development,Pune,"Sudhir Mehta, Anoop Hingorani",Seed Funding,N/A,
04/03/2016,FTCash,Consumer Internet,Mobile Payments Platform,Kolkata,IvyCap Ventures,Seed Funding,"150,000",
04/03/2016,Civilsdaily,Consumer Internet,Civil Services News Aggregator,New Delhi,Manoj Kumar & Other undisclosed investors,Seed Funding,N/A,
04/03/2016,Zappka,Consumer Internet,Mobile App discovery and review platform,Gurgaon,"Daman Soni, Rajat Gupta & Others",Seed Funding,"100,000",
04/03/2016,Tarusa World,ECommerce,Handicraft products eTailer,Mumbai,Mohit Gulati,Seed Funding,N/A,
04/03/2016,medECUBE,Healthcare,Healthcare related Services provider,Gurgaon,Artiman Ventures,Private Equity,"4,000,000",
07/03/2016,N.O.W,Consumer Internet,Bike Taxi Service & Hyperlocal Delivery App,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed Funding,"500,000",
07/03/2016,Ninjacart,ECommerce,B2B marketplace for Farmers & Retailers,Bangalore,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",Private Equity,"3,000,000",
07/03/2016,Reach,Consumer Internet,Cross Platform P2P file sharing mobile app,Bangalore,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed Funding,"500,000",
07/03/2016,Vanity Cube,Consumer Internet,Hyperlocal Beauty Services platform,New Delhi,Unicorn Ventures,Seed Funding,"250,000",
07/03/2016,Wooplr,ECommerce,Curated Fashion ECommerce portal,Bangalore,"Naveen Tewari, Abhay Singhal, Amit Gupta, Piyush Shah, Raghunandan G, Rajiv Mehta",Seed Funding,N/A,
07/03/2016,Medidaili,Consumer Internet,Medical Support service platform,Bangalore,Undisclosed private investors,Seed Funding,"100,000",
08/03/2016,Finomena,Technology,Credit Worthiness Big Data Analytics,New Delhi,Matrix Partners India,Private Equity,N/A,
08/03/2016,Cookaroo,Consumer Internet,Food Delivery Platform,Bangalore,Vijay Krishna Yadav,Seed Funding,N/A,
08/03/2016,vPhrase Analytics,Technology,AI based data analytics platform,Mumbai,"Apoorv Ranjan Sharma, Daud Ali and others",Seed Funding,N/A,
08/03/2016,LoveCycles,Consumer Internet,Womens health Tracker,Bangalore,Prime Venture Partners,Seed Funding,"750,000",
08/03/2016,Kartrocket,ECommerce,ECommerce SAAS platform,New Delhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private Equity,"8,000,000",
08/03/2016,dunzo,Consumer Internet,Daily Task Management App,Bangalore,"Aspada Investment Advisors, Blume Ventures.",Seed Funding,"650,000",
09/03/2016,Indiamart,ECommerce,B2B Marketplace for SMBs,Noida,Amadeus Capital,Private Equity,N/A,
09/03/2016,SmartVizX,Technology,Virtual Reality Solutions,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,"500,000",
09/03/2016,MyGubbi,Real Estate,Interior Design & Home Dcor Solutions,Bangalore,"Vipul Parekh, ajesh K Murthy,",Seed Funding,"2,500,000",
09/03/2016,Nukkad Shops,Consumer Internet,Hyperlocal Grocery Delivery Service,Hyderabad,PurpleTalk Inc,Seed Funding,"1,000,000",
09/03/2016,Cloudacar,Consumer Internet,Carpooling Mobile App,Pune,"Amit Choudhary, Anuj Puri",Seed Funding,N/A,
09/03/2016,Justride,Consumer Internet,Self Drive Car Rental,Mumbai,Dheeraj Jain & Other angel investors,Seed Funding,"400,000",
09/03/2016,Yana,Consumer Internet,Personal AI Transaction Engine App,Gurgaon,"Puneet Gupta,",Seed Funding,N/A,
10/03/2016,Big Fish Ventures,Food & Beverage,premium dining lounges Chain,New Delhi,Undisclosed investors,Private Equity,"11,100,000",
10/03/2016,Stylflip,ECommerce,Pre-Owned Fashion marketplace mobile app,Mumbai,"Raj Gala Shah, Zaheer Memon",Seed Funding,N/A,
10/03/2016,Icertis,Technology,Contract Management Software Solutions platform,Pune/Seattle,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private Equity,"15,000,000",
10/03/2016,Supplified,ECommerce,Construction material eTailer,New Delhi,Mohit Goel,Seed Funding,"1,000,000",
11/03/2016,JollyFoodFellow,Technology,Food Related Marketing & Branding platform,Ahmedabad,Janak Parikh,Seed Funding,N/A,
14/03/2016,PinkBlue,ECommerce,Medical Supplies eTailer,Bangalore,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed Funding,"223,608",
14/03/2016,TruckingCube,Logistics,"Domestic, Commercial, and Industrial Goods Movers",New Delhi,Agarwal Movers Group,Private Equity,"14,900,000",
14/03/2016,eSwasthya,Consumer Internet,Online Medicine Delivery Aggregator,Ahmedabad,Hemang Sahani,Seed Funding,N/A,
15/03/2016,FlipClass,Consumer Internet,Tutor Search Platform,Bangalore,"S Chand and Co Pvt Ltd, Blume Ventures",Private Equity,"1,000,000",
15/03/2016,Proximit,Technology,Advertising Technology,Pune,Funding through 1Crowd platform,Seed Funding,"150,000",
15/03/2016,WithMe,Consumer Internet,Personalized Fashion App,Gurgaon,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed Funding,"250,000",
16/03/2016,Gapoon,Consumer Internet,Hyperlocal Home Maintenance services,Bangalore,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed Funding,"180,000",
16/03/2016,Avagmah,Consumer Internet,Online Education Portal,Bangalore,"Kris Gopalakrishnan, Atul Nishar",Seed Funding,N/A,
16/03/2016,WorkIndia,Consumer Internet,Online Job Board,Mumbai,Beenext,Seed Funding,N/A,
16/03/2016,Wealthy,Consumer Internet,Online Investment management portal,Bangalore,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed Funding,"250,000",
17/03/2016,Pramati,Healthcare,Specialized Patient Care platform,Noida,Undisclosed investors,Seed Funding,"200,000",
17/03/2016,Qlivery,Consumer Internet,Ondemand Concierge Service,Gurgaon,Swastika Company Ltd,Seed Funding,"230,000",
17/03/2016,HealthEnablr,Consumer Internet,Doctor Discovery and booking platform,Mumbai,Undisclosed investors,Seed Funding,"800,000",
17/03/2016,Liftiee,Consumer Internet,Car/ bike Pooling App,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed Funding,"108,000",
18/03/2016,Hello Curry,Food & Beverage,Quick Service Restaurant Chain,Hyderabad,Sashi Reddi & Other unnamed investors,Private Equity,"1,500,000",
19/03/2016,goSporto,Consumer Internet,Online Sports discovery and booking platform,New Delhi,Naveen Gupta,Seed Funding,"30,000",
21/03/2016,OneClickWash,Consumer Internet,Online Laundry & Washing service Booking & Delivery,Gurgaon,Unitus Seed Fund,Seed Funding,N/A,
21/03/2016,Girnar Software,Consumer Internet,Online News Media Network,Jaipur,Google Capital,Private Equity,N/A,
21/03/2016,Room On Call,Consumer Internet,Budget hotel aggregator,Gurgaon,CASHurDRIVE Marketing Pvt Ltd,Private Equity,"2,000,000",
22/03/2016,Byjus,Consumer Internet,Educational Video Content Creator,Bangalore,"Sequoia India, Sofina",Private Equity,"75,000,000",
22/03/2016,BigBasket,eCommerce,Online Grocery Shop,Bangalore,Abraaj Group,Private Equity,"150,000,000",
22/03/2016,DrivoJoy,Consumer Internet,On-demand 2-wheeler Servicing platform,Bangalore,"Indian Angel Network, Tracxn Labs & Others",Seed Funding,"600,000",
22/03/2016,Smartron,Technology,Internet of Things Device manufacturer,Bangalore,Sachin Tendulkar,Private Equity,N/A,
22/03/2016,LifCare,Consumer Internet,Online Pharmacy portal,Jaipur,"Rajul Garg, Alok Mittal, Kunal Shah, Rishi Mandawat, Dheeraj Jain, Sandeep Tandon, Dexter Angel Circle",Seed Funding,N/A,
22/03/2016,CreditSeva,Consumer Internet,Online Credit management tools,Hyderabad,"Pix Vine Capital, Infocomm Development Authority of Singapore",Seed Funding,"360,000",
22/03/2016,CityShor,Consumer Internet,online lifestyle media recommendation portal,Ahmedabad,GAIN,Seed Funding,N/A,
23/03/2016,Endless Robotics,Technology,Interior Painting Automation,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed Funding,"100,000",
23/03/2016,SP Robotics,Technology,Robotic Classes for Students,Chennai,"Indian Angel Network,",Seed Funding,"300,000",
23/03/2016,StalkBuyLove,eCommerce,Fashion eTailer,New Delhi,"500 Startups, Littlerock, Singularity Ventures",Seed Funding,N/A,
23/03/2016,eKincare,Consumer Internet,Healthcare related solutions,Hyderabad,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",Private Equity,"330,000",
23/03/2016,HashLearn,Consumer Internet,Mobile based private tutoring services,,"Bhavish Aggarwal, Binny Bansal, Rajan Anandan, Mekin Maheshwar, Sunil Kalra, Anupam Mittal, Krishna Mehra, Singapore Angel Network",Seed Funding,N/A,
23/03/2016,Wheelstreet,Consumer Internet,Online Bike Rental platform,Bangalore,Broadbean Capital services,Private Equity,"500,000",
24/03/2016,Horntell,Consumer Internet,Unified Push Notification service,Gurgaon,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed Funding,"150,000",
28/03/2016,Schoolkart,eCommerce,Online Marketplace for Schools,Noida,Undisclosed investors,Seed Funding,"300,000",
29/03/2016,HealthEminds,Consumer Internet,Online mental healthcare,Bangalore,Robin Utthappa,Seed Funding,N/A,
29/03/2016,Babygogo,Consumer Internet,Child healthcare experts aggregator mobile app,New Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed Funding,"300,000",
29/03/2016,Veritas Finance,Finance,Asset Based Lending platform,Chennai,Sarva Capital,Private Equity,"4,700,000",
29/03/2016,QikShip,Consumer Internet,Mobile based Logistics provider,New Delhi,undisclosed investors,Seed Funding,"200,000",
29/03/2016,FixNix,Consumer Internet,GRC SAAS Platform,Chennai,Jay Vijayan,Seed Funding,"500,000",
30/03/2016,True Balance,Technology,Mobile Balance Check App,Gurgaon,SoftBank Ventures Korea,Private Equity,N/A,
30/03/2016,Touchkin,Healthcare,Predictive Healthcare platform,Bangalore,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",Seed Funding,"400,000",
31/03/2016,SwitchMe,Consumer Internet,Home Loan Rate comparison platform,Mumbai,"Mohandas Pai, Hiro Mashita, Singapore Angel Network, 500 Startups, Rajan Anandan, Ajay Sarupria",Seed Funding,N/A,
31/03/2016,Transcell,Healthcare,Family Stem Cell Banking Services,Hyderabad,Indian Angel Network,Seed Funding,N/A,
01/04/2016,Dil Mil,Consumer Internet,Matchmaking Mobile App,SFO / Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Equity,"2,700,000",
01/04/2016,PicsDream,Consumer Internet,Online Marketplace for Photographers,Delhi,Raman Roy,Seed Funding,N/A,
01/04/2016,Process 9,Consumer Internet,online translation and transliteration,Gurgaon,"Indian Angel Network, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, and Ajai Chowdhry",Seed Funding,N/A,
04/04/2016,Housing,Consumer Internet,Real Estate Portal,Mumbai,Vineet Singh,Private Equity,N/A,
04/04/2016,Roll Mafia,Food & Beverage,Rolls & Biryanis QSR chain,Pune,Equentia Natural Resource & Other undisclosed investors,Seed Funding,N/A,
04/04/2016,Hungama,Consumer Internet,Digital Media Entertainment Portal,Mumbai,Xiaomi Inc,Private Equity,"25,000,000",
04/04/2016,Highway Delite,Consumer Internet,Various Highway Help Services,Bangalore,N.S. Raghavan Centre for Entrepreneurial Learning,Seed Funding,N/A,
05/04/2016,Cult Fitness,Healthcare,Healthcare training programs,Bangalore,Mukesh Bansal,Seed Funding,N/A,
05/04/2016,Haptik,Technology,Personal Assistant App,Mumbai,Times Internet Ltd,Private Equity,N/A,
05/04/2016,Servify,Consumer Internet,Gadget & Appliances Service App,Mumbai,"Blume Ventures, Barkawi Holdings GmbH, TM Service Technology Holdings GmbH",Private Equity,N/A,
06/04/2016,Shipsy,Logistics,Logistics Solutions,Gurgaon,DTDC Express Ltd,Private Equity,"1,000,000",
06/04/2016,gear6,Consumer Internet,Online bike service and repairs platform,Bangalore,Ninestarter,Seed Funding,"500,000",
06/04/2016,MyGlamm,Consumer Internet,Mobile based on-demand Beauty Services platform,Mumbai,LOccitane,Private Equity,"6,000,000",
06/04/2016,Petoo,Consumer Internet,Online Food Delivery Platform,Bangalore,Axilor Ventures,Private Equity,"1,000,000",
07/04/2016,Truly Social,Consumer Internet,Mobile Gaming Studio,London,Nazara Technologies Pvt Ltd,Private Equity,N/A,
08/04/2016,Little Black Book,Consumer Internet,"Curated Food, event & Lifestyle guide",New Delhi,"IDG, Indian Angel Network",Seed Funding,N/A,
08/04/2016,Vahan,Education,Mobile Education Platform,Chennai,Villgro,Seed Funding,N/A,
08/04/2016,imedilane,Consumer Internet,Online Health Diagnosis platform,New Delhi,"Mahendra Patel, Nilender Chauhan",Seed Funding,"40,000",
11/04/2016,Living Local,Consumer Internet,Social discovery platform,Mumbai,Rattan Chadha,Seed Funding,"200,000",
11/04/2016,Vegfru,eCommerce,Online Fruit & Vegetable Marketplace,New Delhi,Wingify,Seed Funding,N/A,
11/04/2016,Oyo,Consumer Internet,Online Branded Budget Room Booking Service,New Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Private Equity,"100,000,000",
11/04/2016,PriceRaja,Consumer Internet,Price Comparison Portal,Gurgaon,Prashant Puri,Seed Funding,"300,000",
12/04/2016,MagicX,Consumer Internet,On-Demand Task Management App,Bangalore,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed Funding,"1,000,000",
12/04/2016,Happydemic,Consumer Internet,Artist Discovery & Booking platform,Mumbai,Shaan,Seed Funding,N/A,
12/04/2016,LenDenClub,Finance,Peer-to-Peer Lending Platform,Mumbai,"Anirudh Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah",Seed Funding,N/A,
12/04/2016,Indi.com,Consumer Internet,Video Social Network,N/A,Anil Kapoor,Seed Funding,N/A,
13/04/2016,Legalraasta,Consumer Internet,Online legal Services for Startups,New Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding,"1,000,000",
13/04/2016,RainCan,Consumer Internet,Subscription-based grocery delivery Mobile App,Pune,Dr. Aniruddha Malpani,Seed Funding,"150,000",
13/04/2016,Hippily,eCommerce,Fashion ECommerce App,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding,"250,000",
13/04/2016,kredX,eCommerce,Invoice discounting Marketplace,Bangalore,"Prime Venture Partners,",Seed Funding,"750,000",
14/04/2016,Wedwise,Consumer Internet,Wedding related services community,New Delhi,StartUp Equity Partners,Seed Funding,N/A,
14/04/2016,BeaconsTalk,Technology,contextual mobile advertising,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed Funding,"100,000",
15/04/2016,Deal 4Loans,Consumer Internet,Loan Comparison Portal,Noida,"Ram Shriram, Neeraj Arora, Puru Vashishtha",Seed Funding,N/A,
15/04/2016,RenewBuy,Consumer Internet,Online Car & Bike Insurance Comparison portal,New Delhi,Mount Nathan Advisors,Seed Funding,"1,000,000",
15/04/2016,Blue Box Media,Consumer Internet,Online Tech Portals,Jaipur,"Mahavir Pratap Sharma, Ajay Data, Yogesh Chaudhary, Sanjay Phophaliya, Siddharth Agarwal, Kamal Kothari",Seed Funding,N/A,
15/04/2016,Vyomo,Consumer Internet,On-Demand Beauty Service provider,New Delhi,Naturals Salon Chain,Private Equity,"15,000,000",
15/04/2016,Organicshop,eCommerce,Marketplace for organic products,Jaipur,"Vivek Nathani, Yogesh Chaudhary, Mahavir Pratap Sharma, Kamal Kothari, H C Jain",Seed Funding,N/A,
15/04/2016,MInd Your Fleet,Consumer Internet,Car Rental Software,Noida,Undisclosed Investors,Seed Funding,N/A,
15/04/2016,NestAway,Consumer Internet,Furnished Home Rental Platform,Bangalore,Tiger Global,Private Equity,"30,000,000",
15/04/2016,Tapchief,Consumer Internet,Expert Advice Platform,Bangalore,Vijay Shekhar Sharma,Seed Funding,"150,000",
18/04/2016,Rapido,Consumer Internet,Bike Aggregator App,Bangalore,"Pawan Munjal, AdvantEdge Partners, Astarc Ventures",Private Equity,N/A,
18/04/2016,Yufta,eCommerce,Womens Fashion ECommerce Portal,Bangalore,Ajay Data & other HNIs,Seed Funding,N/A,
